,DEPARTAMENTO,Year,ODS 1.1.1,ODS 1.2.1,ODS 1.3.1,ODS 1.4.1,ODS 2.1.1,ODS 2.2.1,ODS 2.2.2,ODS 3.1.2,ODS 3.2.1,ODS 3.2.2,ODS 3.3.1,ODS 3.3.2,ODS 3.3.3,ODS 3.3.4,ODS 3.5.2,ODS 3.6.1,ODS 3.7.1,ODS 3.7.2,ODS 3.8.1,ODS 3.a.1,ODS 3.c.1,ODS 4.1.1,ODS 4.1.2,ODS 4.1.3,ODS 4.1.4,ODS 4.2.2,ODS 4.3.1,ODS 4.5.1,ODS 4.6.1,ODS 4.a.1,ODS 4.a.2,ODS 4.a.3,ODS 4.c.1,ODS 5.2.1,ODS 5.5.2,ODS 5.5.3,ODS 5.5.4,ODS 6.1.1,ODS 6.2.1,ODS 7.1.1,ODS 7.1.2,ODS 8.1.1,ODS 8.2.1,ODS 8.5.1,ODS 8.5.2,ODS 8.6.1,ODS 8.7.1,ODS 9.2.2,ODS 10.1.1,ODS 10.2.1,ODS 10.3.1
530,ICA,2012,NA,NA,50.8,NA,NA,7.7,0.6,99.2,NA,NA,NA,99,0,1,NA,14.2,58.8,NA,61.1,NA,1765,NA,NA,NA,NA,3.1,26.6,NA,3.1,NA,80.4,61.4,NA,16.5,NA,NA,NA,NA,79,98,92.1,-0.4,0.2,4.9,NA,16.3,17.6,11,3.9,22.2,8.7
531,JUNIN,2012,NA,NA,21.1,NA,NA,24.4,0.5,84.5,NA,NA,NA,60,143,3,NA,16.7,47.6,NA,48.3,NA,1476,NA,NA,NA,NA,5.9,31,NA,5.9,NA,44.5,25.6,NA,13.8,NA,NA,NA,NA,72.5,88.7,54.1,7,6.6,4.6,NA,12.2,40.7,7.9,3.8,25.6,15.3
532,LA LIBERTAD,2012,NA,NA,24.9,NA,NA,21,0.1,85.1,NA,NA,NA,68,6,1,NA,12,51,NA,62.9,NA,3535,NA,NA,NA,NA,6.7,24.2,NA,6.7,NA,73.3,51.6,NA,4.3,NA,NA,NA,NA,75,90,67.8,6.5,3.6,5,NA,14.6,33.3,12.9,6.2,27.6,16.8
533,LAMBAYEQUE,2012,NA,NA,20.5,NA,NA,14,1.5,87.2,NA,NA,NA,58,0,1,NA,9.3,51.4,NA,49.4,NA,1997,NA,NA,NA,NA,6.9,20.2,NA,6.9,NA,47.4,35.7,NA,10.4,NA,NA,NA,NA,77.4,93.7,68.2,8.7,8.4,3.8,NA,20.8,25.2,9,1.5,23.7,10.7
534,DEPARTAMENTO DE LIMA,2012,NA,NA,39,NA,NA,NA,0.4,NA,NA,NA,NA,139,0,5,NA,6,58.5,NA,58.8,NA,35656,NA,NA,NA,NA,NA,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,99.7,95.1,4.7,3,7.4,NA,15.6,11.4,15.6,4.8,18.8,21.3
535,LORETO,2012,NA,NA,20.3,NA,NA,32.3,1,56.8,NA,NA,NA,131,2677,13,NA,2.5,45.3,NA,66.8,NA,812,NA,NA,NA,NA,6.9,13.1,NA,6.9,NA,6.3,6.5,NA,15,NA,NA,NA,NA,40.2,70.3,34.1,7.4,2.8,4.9,NA,22.1,34.9,4.9,6.7,28.4,7.1
536,MADRE DE DIOS,2012,NA,NA,25.4,NA,NA,12.1,0.9,93.2,NA,NA,NA,165,508,1,NA,15.6,54.9,NA,47.3,NA,144,NA,NA,NA,NA,3.6,24.1,NA,3.6,NA,24.3,15.2,NA,18.5,NA,NA,NA,NA,45.3,89.2,70,-22.8,-24.6,8,NA,12,28.2,NA,3.3,19.6,23.7
537,MOQUEGUA,2012,NA,NA,49.7,NA,NA,4.4,0.5,95.5,NA,NA,NA,106,0,1,NA,20.7,54.5,NA,64.4,NA,298,NA,NA,NA,NA,4.8,36.3,NA,4.8,NA,81.3,69,NA,12,NA,NA,NA,NA,84.3,95.3,73.8,-1.2,-4.8,8.9,NA,12.7,22.6,6.6,2.5,28.4,24.6
538,PASCO,2012,NA,NA,23.3,NA,NA,26,0.5,87.8,NA,NA,NA,35,217,6,NA,7.8,57.4,NA,53.3,NA,209,NA,NA,NA,NA,6.7,30.7,NA,6.7,NA,51.5,35.7,NA,9.6,NA,NA,NA,NA,60.5,82.3,50.2,6,3,3.8,NA,13.6,40.5,NA,1.4,28.3,14.3
539,PIURA,2012,NA,NA,23.2,NA,NA,21.7,1.1,80.4,NA,NA,NA,28,1,0,NA,11.7,55.1,NA,55.1,NA,1598,NA,NA,NA,NA,7.5,17.6,NA,7.5,NA,36,23.6,NA,12.3,NA,NA,NA,NA,61,88.8,53.5,3.3,1.3,4.5,NA,16.4,32.4,8.5,4.6,28.2,10
540,PROVINCIA DE DEPARTAMENTO DE LIMA,2012,NA,NA,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.9,99.9,96.8,NA,NA,NA,NA,15.5,NA,NA,4.3,NA,21.2
541,LIMA PROVINCIAS,2012,NA,NA,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,60.9,NA,NA,NA,NA,NA,NA,4.6,21,NA,4.6,NA,68.3,56.3,NA,NA,NA,NA,NA,NA,72.9,97.5,79,NA,NA,5.2,NA,16.6,21.3,NA,6.7,21.7,22.1
542,PUNO,2012,NA,NA,12.6,NA,NA,20,0,74.6,NA,NA,NA,30,0,0,NA,18.7,24.1,NA,57.6,NA,961,NA,NA,NA,NA,10.5,30.2,NA,10.5,NA,50,14.7,NA,15.8,NA,NA,NA,NA,60,87.5,44.2,5.6,4.7,4,NA,10.1,62.1,8.4,3.3,28.7,22.2
543,SAN MARTIN,2012,NA,NA,17.1,NA,NA,16.8,0.8,83.9,NA,NA,NA,58,21,5,NA,9.7,48.7,NA,67.3,NA,427,NA,NA,NA,NA,6.5,17.9,NA,6.5,NA,25.2,16.6,NA,16.4,NA,NA,NA,NA,71,84.4,46.4,10.9,15.6,5.3,NA,18.3,28,4.7,0.7,25.2,11.6
544,TACNA,2012,NA,NA,34.6,NA,NA,3.1,0.4,98,NA,NA,NA,147,0,1,NA,16.4,48.5,NA,40.9,NA,785,NA,NA,NA,NA,4.1,26,NA,4.1,NA,82.7,76.3,NA,13.9,NA,NA,NA,NA,85.4,97.2,87,-0.3,1.3,6,NA,18.3,15.6,6.7,5.6,19.6,31.2
545,TUMBES,2012,NA,NA,22.2,NA,NA,10.1,0.8,97.5,NA,NA,NA,59,40,2,NA,9.2,64.7,NA,61.2,NA,187,NA,NA,NA,NA,3.4,28.3,NA,3.4,NA,80.9,50.2,NA,14.4,NA,NA,NA,NA,70.2,98.3,85.6,11.2,11,5.4,NA,17.3,18.2,NA,-1.5,23,23.1
546,UCAYALI,2012,NA,NA,21.9,NA,NA,24.7,1,77.4,NA,NA,NA,165,10,0,NA,9,51.8,NA,60.9,NA,339,NA,NA,NA,NA,4.3,16.4,NA,4.3,NA,10.8,10.3,NA,10.2,NA,NA,NA,NA,38.3,80.3,60.8,7.5,7.3,4.8,NA,14.8,30,9.6,7.8,19.5,12.9
547,DEPARTAMENTO DE LIMA,2013,NA,NA,37.5,88.7,NA,NA,0.4,NA,NA,NA,NA,134,0,6,NA,5,NA,NA,62.6,NA,37053,NA,NA,NA,NA,NA,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.7,90.9,99.4,96,4.3,5.8,7.5,NA,17.9,10.9,13.9,3.5,18.4,20
548,PROVINCIA DE DEPARTAMENTO DE LIMA,2013,NA,NA,38.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.2,99.7,97.7,NA,NA,NA,NA,18,NA,NA,4,NA,20.8
549,DEPARTAMENTO DE LIMA,2014,NA,NA,40.2,89.5,NA,4.6,0.2,98.8,14,NA,NA,128,0,6,75.5,6,57.6,NA,66.9,14.8,38749,NA,NA,NA,NA,NA,32.1,NA,NA,NA,NA,NA,NA,12.4,NA,NA,NA,94,91.4,99.5,96.9,2.3,4.2,8.2,NA,17.7,7.6,13.6,1.2,18.3,20.7
550,PROVINCIA DE DEPARTAMENTO DE LIMA,2014,NA,NA,41.3,NA,NA,3.7,0.2,99,NA,NA,NA,NA,NA,NA,76.4,NA,NA,NA,NA,14.9,NA,NA,NA,NA,NA,NA,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.3,99.7,98.5,NA,NA,NA,NA,17.8,NA,NA,0.7,NA,21.4
551,DEPARTAMENTO DE LIMA,2015,NA,NA,38.8,91.6,NA,5.8,0.3,99.1,NA,NA,NA,123,0,7,74.1,10.1,58.7,NA,70.2,14.5,40219,NA,NA,NA,NA,NA,31.2,NA,NA,NA,NA,NA,NA,11,5.4,34.5,NA,94.7,93.5,99.6,96.3,1.3,1.1,8.6,NA,19.9,7.3,13.8,0.5,16,19.7
552,PROVINCIA DE DEPARTAMENTO DE LIMA,2015,NA,NA,39.8,NA,NA,5.3,0.3,99.3,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,14.6,NA,NA,NA,NA,NA,NA,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.4,99.8,97.8,NA,NA,NA,NA,20.4,NA,NA,0.9,NA,20.9
553,DEPARTAMENTO DE LIMA,2016,NA,NA,38.8,93.4,NA,5,0.3,99.5,NA,NA,NA,122,0,7,75.1,6.2,60.4,NA,73.1,13.5,41794,NA,NA,NA,NA,NA,34.6,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,96.1,94.3,99.5,97.2,0.6,0.1,9.3,NA,17,6.7,13.6,3.3,16.9,23.6
554,PROVINCIA DE DEPARTAMENTO DE LIMA,2016,NA,NA,39.8,NA,NA,4.9,0.3,99.5,NA,NA,NA,NA,NA,NA,76.2,NA,NA,NA,NA,13.6,NA,NA,NA,NA,NA,NA,35.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,99.7,98.7,NA,NA,NA,NA,17.3,NA,NA,2.4,NA,24.7
555,DEPARTAMENTO DE LIMA,2017,NA,NA,40.7,92,NA,5.7,0.2,99.6,13,NA,NA,119,0,7,73.3,2.7,59.4,NA,73.8,13.2,43566,NA,NA,NA,NA,NA,31.6,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,93,99.6,97.4,-0.3,-0.6,9.3,NA,19.3,7.2,13.2,-3.8,17.3,19.8
556,PROVINCIA DE DEPARTAMENTO DE LIMA,2017,NA,NA,41.9,NA,NA,5.1,0.2,99.7,NA,NA,NA,NA,NA,NA,73.8,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA,NA,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.8,99.7,98.9,NA,NA,NA,NA,19.5,NA,NA,-3.6,NA,20.5
557,DEPARTAMENTO DE LIMA,2018,NA,NA,41,93.4,NA,4.8,0.3,99.4,13,NA,NA,121,0,7,74.8,NA,57.4,NA,73.2,13.8,45550,NA,NA,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,94.7,99.6,97.9,1.8,3.3,9.2,NA,19.1,8.6,12,1.5,17.6,19.6
558,PROVINCIA DE DEPARTAMENTO DE LIMA,2018,NA,NA,41.9,NA,NA,4.5,0.3,99.5,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,34.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.2,99.7,99.3,NA,NA,NA,NA,19.2,NA,NA,1.7,NA,12.7
559,DEPARTAMENTO DE LIMA,2019,NA,NA,40.1,94.1,NA,5.5,0.3,99.6,NA,NA,NA,117,0,6,75.8,NA,NA,NA,74.8,12.5,47465,NA,NA,NA,NA,NA,31.6,NA,NA,NA,NA,NA,NA,9.8,10.1,36,NA,96.2,95.2,99.6,98.2,0.1,0.5,9.3,NA,17.9,7.6,12,-0.2,18.6,16.5
560,PROVINCIA DE DEPARTAMENTO DE LIMA,2019,NA,NA,41.1,NA,NA,5,0.3,99.7,NA,NA,NA,NA,NA,NA,76.3,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,31.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7,99.7,99.5,NA,NA,NA,NA,18.2,NA,NA,-0.4,NA,17.1
561,COSTA RURAL,2007,NA,NA,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,COSTA URBANA,2007,NA,NA,NA,NA,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,SELVA RURAL,2007,NA,NA,NA,NA,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,SELVA URBANA,2007,NA,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,SIERRA RURAL,2007,NA,NA,NA,NA,43.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,SIERRA URBANA,2007,NA,NA,NA,NA,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,COSTA RURAL,2008,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA
568,COSTA URBANA,2008,NA,NA,NA,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA
569,SELVA RURAL,2008,NA,NA,NA,NA,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA
570,SELVA URBANA,2008,NA,NA,NA,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA
571,SIERRA RURAL,2008,NA,NA,NA,NA,46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA
572,SIERRA URBANA,2008,NA,NA,NA,NA,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA
573,AMAZONAS,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,ANCASH,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,APURIMAC,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,AREQUIPA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,AYACUCHO,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,CAJAMARCA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,CALLAO,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,COSTA,1996,NA,NA,NA,NA,NA,NA,NA,72.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,CUSCO,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,HUANCAVELICA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,HUANUCO,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,ICA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,JUNIN,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,LA LIBERTAD,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,LAMBAYEQUE,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,DEPARTAMENTO DE LIMA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,LIMA,1996,NA,NA,NA,NA,NA,NA,NA,93.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,LORETO,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,MADRE DE DIOS,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,MOQUEGUA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,PASCO,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,PIURA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,PROVINCIA DE DEPARTAMENTO DE LIMA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,LIMA PROVINCIAS,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,PUNO,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,RURAL,1996,NA,NA,NA,NA,NA,NA,NA,21.5,NA,34,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,SAN MARTIN,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,SELVA,1996,NA,NA,NA,NA,NA,NA,NA,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,SIERRA,1996,NA,NA,NA,NA,NA,NA,NA,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,TACNA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,TOTAL,1996,NA,NA,NA,NA,NA,NA,NA,56.4,NA,24,NA,NA,857,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,TUMBES,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,UCAYALI,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,URBANA,1996,NA,NA,NA,NA,NA,NA,NA,80.6,NA,17,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
